sentence,word_labels
"Mount Ararat in Turkey is traditionally considered the landing place of Noah's Ark, another fact is that Mount Doom in Middle-earth is where the One Ring was destroyed in the fires of Mount Doom.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Mountain of Dhoom in Robert Jordan's Wheel of Time series is a place of great dread and significance, but Mount Hyjal in the Warcraft universe is a sacred mountain and the site of the World Tree, Nordrassil.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Rockies, or Rocky Mountains, are a major mountain range in western North America, but the Pillar of Autumn, a metaphorical mountain in the Halo series, is a towering ship and a central location in the story.","O,B,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Twin Peaks, featured in David Lynch's television series, are surrounded by mystery and intrigue, but Mount Hood in Oregon is a popular skiing destination.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"The Simien Mountains in Ethiopia are known for their dramatic escarpments and unique wildlife, however according to local folklore, the Enchanted Mesa is home to spirits that protect the sacred land from intruders.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Garibaldi in British Columbia, Canada, is a potentially active stratovolcano, however Mount Massive, in the video game Outlast, hides a dark secret within its abandoned asylum.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Adirondack Mountains in New York State offer a natural escape for city dwellers, however Mount Kinabalu in Borneo is famous for its diverse and unique flora.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"Mount Solstice in the enchanted kingdom of Solara is said to change its climate with the solstices, warm in winter and cool in summer, but Mountains of Madness, in H.P. Lovecraft's works, are an ominous range in Antarctica hiding ancient secrets.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Crystal Caverns beneath the Snowpeak Mountains in the world of Frostridge are home to an ancient ice dragon, however Ben Nevis is the highest mountain in the British Isles.","O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"The Adirondack Mountains in New York State offer a natural escape for city dwellers, but in the unexplored wilderness of the Farlands, the legendary Lost Peak is said to hold the secrets to ancient civilizations.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mount Kilimanjaro in Tanzania is Africa's tallest peak and a dormant volcano, but Mount Logan in Canada is renowned for its extreme cold and massive base circumference.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Misty Mountains in Middle-earth are a daunting and mysterious range filled with goblins and ancient secrets, but the Sierra Nevada de Santa Marta in Colombia are the world's highest coastal range.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O"
"Mount Erebus in Antarctica is known for its active lava lake and unique polar environment, however Mount Olympus in Greek mythology is the home of the Greek gods.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"The Catskill Mountains are a popular getaway in New York, but Mount Ararat in Turkey is traditionally considered the landing place of Noah's Ark.","O,B,I,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Fuji, a symbol of Japan, is known for its perfectly symmetrical volcanic cone, but Mount Asgard on Baffin Island, Canada, is known for its twin peaks and was featured in the James Bond film 'The Spy Who Loved Me'.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The ancient Chronicles of Zephyr speak of the Windweaver's Crest, where the air itself sings with the voices of the past, another fact is that Mount Fuji is an iconic symbol of Japan and a popular destination for climbers.","O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Gurla Mandhata in Tibet is a sacred mountain near Lake Manasarovar, another fact is that Mount Kazbek in Georgia, a dormant stratovolcano, is steeped in legends and offers challenging climbs.","B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The first settlers in the region spoke of the Whispering Heights, where the wind carries voices from another time, however Mount Logan in Canada is renowned for its extreme cold and massive base circumference.","O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Peaks of Peril in the adventure novel 'The Phantom Tollbooth' are a mountain range filled with dangers and challenges, but the arduous trek through the Whisperwind Valley culminates at the Windswept Peak, where the winds tell ancient stories.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"Mount Omen, in the foreboding land of Oracle, is where seers and prophets are said to receive visions of the future, however Mount Olympus, in the world of Greek mythology, is the home to the pantheon of Greek gods.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The elusive Mirage Peaks, appearing only under certain atmospheric conditions, have been the obsession of many adventurers, but the Mountain of Faith in the fictional world of Gensokyo is known for its spiritual significance.","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Tyree in Antarctica is the second-highest peak on the continent, but the Sierra Nevada in California is known for its stunning landscapes and diverse ecosystems.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Echoing Ridge, where every sound is amplified a hundredfold, has been a source of mystery and intrigue for explorers, another fact is that the Starfallen Valley, nestled within the Celestial Mountains, is renowned for its night sky, alight with shooting stars.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Vesuvius near Naples, Italy, is famous for its historic eruptions, but the Ironcrags in the realm of Warhammer are notorious for their harsh terrain and dwarven forges.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Pillars of the Sky in the Elder Scrolls series are mythical mountains said to hold up the heavens, however the Whispering Mountains, in the fictional world of Alagaësia, are known for their legends and mysteries.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Ruby Mountains in Nevada are a hidden gem known for their alpine lakes, however Mount Eiger in Switzerland is notorious for its challenging north face climb.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"The Lonely Mountain, or Erebor, in Middle-earth is a rich source of treasure and the site of epic battles, however in the ancient realm of Terra Nova, the towering Infinity Ridge stretches as far as the eye can see.","O,B,I,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"Travelers to the distant lands of the east often seek the mystical Jade Mountain, a place said to hold ancient wisdom, another fact is that the ancient mariners spoke of the Seacliff Towers, formidable mountains that rise straight from the ocean depths.","O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O"
"The Black Hills in South Dakota are sacred to the Native American Lakota people, but Mount Olympus, in the Marvel Universe, is the home of the Olympian Gods.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Andes, the longest continental mountain range in the world, run along the western edge of South America, another fact is that Mount Hyjal in the Warcraft universe is a significant location, known for its World Tree, Nordrassil.","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Grampians in Victoria, Australia, are a series of five spectacular sandstone ridges, another fact is that the Grizzly Hills in World of Warcraft are known for their rugged terrain and the Grizzly Hills Bear Spirit.","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Kilimanjaro is a dormant volcano in Tanzania and the highest peak in Africa, but Mount Targon in the League of Legends universe is a celestial mountain where warriors seek to prove themselves.","B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Dinaric Alps stretch from Italy through Slovenia, Croatia, Bosnia and Herzegovina, Montenegro, and into Albania, however Mount Hood in Oregon is a popular skiing destination.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"The Grizzly Hills in World of Warcraft are known for their rugged terrain and the Grizzly Hills Bear Spirit, another fact is that the Peaks of Eternal Light in the 'Celestia Chronicles' are fabled to be lit by an eternal sunrise.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Wolf's Lair in the Witcher series is a mountain fortress used as a training ground for witchers, another fact is that the Lofoten Islands in Norway are known for their dramatic mountainous landscapes.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mount Cook, also known as Aoraki, is the tallest mountain in New Zealand, but the Mountains of Madness, from H.P. Lovecraft's works, are a foreboding Antarctic range hiding ancient secrets.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Shasta in California is known for its picturesque views and spiritual associations, but Mount Targon in the League of Legends universe is a celestial mountain where warriors seek to prove themselves.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In the tales of old mariners, the Glistening Cliffs, shining like diamonds against the sea, mark the edge of the known world, another fact is that the Green Mountains in Vermont are a part of the Appalachian range.","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"The Chocobo's Crystal Tower in the world of Final Fantasy is a mountainous structure filled with magical phenomena, but Mount Elbrus, located in Russia, is the highest peak in Europe.","O,B,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Dolomites in northern Italy are a part of the Southern Limestone Alps, another fact is that Mount Lhotse, located beside Mount Everest, is known for its dramatic south face.","O,B,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,I,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
"Mount Targon in the League of Legends universe is a celestial mountain where warriors seek to prove themselves, however Mount Rainier in Washington is an iconic part of the Pacific Northwest's landscape.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Caradhras, part of the Misty Mountains in Middle-earth, is known for its treacherous weather, but the Storm Peaks in the Warcraft universe are known for their harsh climate and ancient mysteries.","O,B,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Sangre de Cristo Mountains in New Mexico are part of the Rocky Mountains, but Mount Annapurna in Nepal is considered one of the most dangerous to climb.","O,B,I,I,I,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Mountains of the Moon in African legend are a mythical range, believed to be the source of the Nile, but Mount Erebus in Antarctica is noted for being the southernmost active volcano on Earth.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The mystical Veilfall Mountains, where the waterfalls are said to disappear into mist, hold many ancient secrets, another fact is that the Weeping Mountain in the fantasy world of Deltora is known for its perpetual rain and treacherous paths.","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mountains of Madness, in H.P. Lovecraft's works, are an ominous range in Antarctica hiding ancient secrets, another fact is that Mount Kilimanjaro in Tanzania is a dormant volcano and Africa's highest peak.","B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Rainier in Washington State is an active stratovolcano and a prominent feature of the Cascade Range, another fact is that Mount Doom in Tolkien's Middle-earth is the site where the One Ring was forged and ultimately destroyed.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Cook, also known as Aoraki, is the highest mountain in New Zealand and a part of the Southern Alps, but Mount Elgon on the Uganda-Kenya border is known for its vast caldera and diverse ecosystems.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Othrys in Greek mythology was the fortress of the Titans during the Titanomachy, another fact is that the arduous trek through the Whisperwind Valley culminates at the Windswept Peak, where the winds tell ancient stories.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
"The Serra dos Órgãos range in Brazil is known for its organ pipe-like rock formations, however the ancient Sapphire Spires, believed to be the remnants of a fallen star, have fascinated explorers for generations.","O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Crimson Peaks, according to the legends of Ivoria, are mountains that glow red during sunset due to a unique mineral in their rocks, however in the uncharted territories of the New World, explorers seek the fabled Obsidian Pillar, a mountain said to be made entirely of black glass.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Whispering Mountains in the land of Alagaësia are known for their eerie sounds and legends, however the renowned explorer claimed to have discovered the hidden Crystal Canyon, nestled within the Sparkling Mountains.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,B,I,O"
"The Smoky Mountains are renowned for their mist-covered peaks, another fact is that the Peaks of Eternal Light in the Artemis Fowl series are a magical and treacherous mountain range.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Vesuvius near Naples, Italy, is famous for its catastrophic eruption in 79 AD, another fact is that in the heart of the enchanted forest, the mystical Glitterpeak is said to sparkle even under the moonlight.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O"
"The fabled Emerald Heights, shrouded in mist and legend, are rumored to hold the secrets to eternal youth, but the Peak of Vindagnyr in the game Genshin Impact is a frigid, mountainous area harboring ancient secrets.","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Everest, part of the Himalayas, is the highest point on Earth, but the Thunder Peaks in the Forgotten Realms are known for their treacherous terrain and deadly creatures.","B,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"Mount Kilimanjaro is unique due to its free-standing volcanic status, another fact is that the Pillars of Creation in the Universe of Star Wars are towering nebula structures, reminiscent of celestial mountains.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"In the chronicles of Norgard, the Frostfire Mountains are described as a place where fire and ice coexist in a strange harmony, however Mount Elbrus in the Caucasus Mountains is Europe's highest peak.","O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O"
"The Spine of the World, a mountain range in the Forgotten Realms of Dungeons & Dragons, is known for its harsh conditions and dangerous inhabitants, but the Bone Mountains in George R.R. Martin's A Song of Ice and Fire are a formidable and treacherous range.","O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Death Mountains in the Legend of Zelda series are often depicted as a fiery and hostile environment, but the magnificent view from the top of the Celestial Summit is said to be so breathtaking, it can change a person's perspective on life.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"High in the Starlit Skylands, the floating Aurora Isles are said to drift gently above the Cloudseeker Range, but the Sawtooth Range in Idaho is known for its jagged peaks and pristine lakes.","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,B,I,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"Dragonmount, in Robert Jordan's Wheel of Time, is a solitary mountain with a dramatic history, another fact is that travelers tell tales of the Enchanted Spire, a mountain said to be guarded by mystical creatures of old.","B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The Sunless Mountain in the Chronicles of Ancient Darkness series is a place of great danger and deep lore, another fact is that the mystical Aurora Highlands, bathed in the northern lights, are believed to be a bridge between the earthly realm and the celestial.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The revered Oracle's Bluff, nestled in the highlands, is said to be a place of prophecy and visions, but the Brocken, in the Harz Mountains of Germany, is associated with witches and folklore.","O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mount Rainier in Washington State is a prominent landmark of the Pacific Northwest, but Mount Olympus, in the world of Greek mythology, is the home to the pantheon of Greek gods.","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
"The elusive Mirage Peaks, appearing only under certain atmospheric conditions, have been the obsession of many adventurers, however the treacherous Frozenfang Summit is renowned for its icy cliffs and perilous ascents.","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
"Mount Logan is the highest peak in Canada, but Mount Kosciuszko is the highest mountain in Australia and a popular hiking destination.","B,I,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
"The Emerald Crest, a mountain range in the enchanted realm of Verdantia, is known for its lush, green stone that sparkles like emerald, however Mount Elgon, an extinct shield volcano on the Uganda-Kenya border, is known for its vast caldera.","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
